education,workclass,occupation,salary-class,race,native-country,sex,marital-status,age
Assoc-acdm,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,30
HS-grad,Private,Transport-moving,<=50K,Black,United-States,Male,Never-married,29
11th,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,36
Bachelors,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,54
Some-college,Local-gov,Protective-serv,>50K,White,United-States,Male,Separated,59
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,55
Assoc-acdm,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,22
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Female,Divorced,42
Assoc-acdm,Private,Sales,<=50K,White,United-States,Female,Married-civ-spouse,36
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,32
7th-8th,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,44
11th,Private,Handlers-cleaners,<=50K,White,Mexico,Male,Married-spouse-absent,25
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,31
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Never-married,33
Assoc-acdm,Self-emp-not-inc,Sales,>50K,White,United-States,Male,Married-civ-spouse,54
HS-grad,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Never-married,42
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,30
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,54
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,39
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,24
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,21
9th,Private,Other-service,<=50K,Black,United-States,Female,Never-married,23
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Divorced,54
Masters,Private,Sales,<=50K,White,United-States,Female,Never-married,23
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Divorced,39
Some-college,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,23
Some-college,Private,Machine-op-inspct,>50K,Black,United-States,Male,Married-civ-spouse,41
11th,Private,Other-service,<=50K,Black,United-States,Male,Never-married,32
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,57
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,18
Doctorate,State-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,60
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,21
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Widowed,53
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,38
Some-college,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,21
Doctorate,Private,Exec-managerial,>50K,White,United-States,Female,Divorced,53
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,24
Assoc-acdm,Federal-gov,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,36
Masters,Private,Exec-managerial,<=50K,Black,United-States,Male,Never-married,29
Some-college,Private,Sales,<=50K,White,United-States,Male,Never-married,23
Some-college,Private,Exec-managerial,<=50K,White,United-States,Male,Married-civ-spouse,44
Masters,Local-gov,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,32
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,25
HS-grad,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Divorced,41
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,18
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,57
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Widowed,62
Bachelors,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,29
HS-grad,Private,Other-service,<=50K,Black,United-States,Female,Never-married,19
Prof-school,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,35
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,52
10th,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,28
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Never-married,38
Some-college,Private,Sales,<=50K,Black,United-States,Female,Widowed,42
Bachelors,Private,Prof-specialty,<=50K,Black,United-States,Male,Never-married,41
Bachelors,Private,Prof-specialty,<=50K,White,United-States,Male,Never-married,23
Masters,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,31
5th-6th,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Never-married,31
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,46
11th,Private,Sales,<=50K,White,United-States,Female,Never-married,18
Masters,Self-emp-not-inc,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,57
Assoc-voc,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,25
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,32
9th,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,27
Bachelors,Federal-gov,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,46
HS-grad,State-gov,Craft-repair,<=50K,White,United-States,Male,Never-married,43
Bachelors,Self-emp-not-inc,Prof-specialty,>50K,White,United-States,Female,Married-spouse-absent,56
HS-grad,Private,Craft-repair,<=50K,White,United-States,Female,Married-civ-spouse,19
HS-grad,Federal-gov,Adm-clerical,<=50K,White,United-States,Female,Never-married,20
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,42
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Widowed,90
11th,Private,Machine-op-inspct,<=50K,Black,United-States,Male,Separated,25
HS-grad,Private,Other-service,<=50K,Black,Jamaica,Female,Never-married,27
HS-grad,Private,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,48
Some-college,Federal-gov,Adm-clerical,<=50K,Black,United-States,Male,Never-married,48
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,27
Bachelors,Private,Tech-support,<=50K,White,United-States,Female,Widowed,46
5th-6th,Private,Other-service,<=50K,White,United-States,Male,Married-civ-spouse,32
Assoc-voc,Private,Tech-support,<=50K,White,United-States,Male,Married-civ-spouse,22
Bachelors,Private,Prof-specialty,>50K,White,United-States,Female,Married-AF-spouse,24
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,31
Some-college,Private,Prof-specialty,<=50K,White,United-States,Female,Never-married,20
Prof-school,Self-emp-not-inc,Prof-specialty,<=50K,White,United-States,Male,Never-married,28
HS-grad,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,40
HS-grad,Private,Machine-op-inspct,>50K,White,United-States,Male,Married-civ-spouse,39
HS-grad,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,54
Some-college,Local-gov,Protective-serv,<=50K,White,United-States,Male,Married-civ-spouse,59
11th,Private,Sales,<=50K,White,United-States,Female,Never-married,17
Some-college,Self-emp-not-inc,Craft-repair,<=50K,White,United-States,Male,Never-married,25
HS-grad,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Self-emp-not-inc,Exec-managerial,<=50K,White,United-States,Male,Divorced,55
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,39
Some-college,Private,Prof-specialty,<=50K,White,United-States,Female,Widowed,67
HS-grad,Private,Other-service,<=50K,White,United-States,Male,Never-married,28
9th,Private,Machine-op-inspct,<=50K,White,Canada,Male,Married-civ-spouse,35
HS-grad,Private,Adm-clerical,>50K,White,United-States,Male,Married-civ-spouse,44
Masters,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,51
Bachelors,Private,Farming-fishing,<=50K,Asian-Pac-Islander,United-States,Male,Widowed,55
HS-grad,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,45
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,32
Some-college,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,45
Masters,Private,Exec-managerial,>50K,White,England,Male,Married-civ-spouse,45
Bachelors,Private,Sales,>50K,White,United-States,Male,Never-married,35
HS-grad,Local-gov,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,55
Some-college,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,59
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,22
Masters,Local-gov,Exec-managerial,<=50K,Black,United-States,Female,Widowed,46
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,23
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,47
HS-grad,Private,Craft-repair,<=50K,White,Germany,Male,Married-civ-spouse,34
11th,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,51
Assoc-voc,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,40
Some-college,State-gov,Adm-clerical,<=50K,White,United-States,Male,Never-married,24
Some-college,Private,Farming-fishing,<=50K,White,United-States,Male,Never-married,20
Some-college,Private,Transport-moving,<=50K,White,United-States,Male,Divorced,44
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,26
HS-grad,Local-gov,Adm-clerical,<=50K,White,United-States,Female,Separated,35
Some-college,Private,Machine-op-inspct,<=50K,Asian-Pac-Islander,Vietnam,Male,Never-married,23
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Divorced,40
HS-grad,Local-gov,Protective-serv,<=50K,White,United-States,Male,Married-civ-spouse,49
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,32
Assoc-voc,Private,Prof-specialty,<=50K,White,United-States,Female,Divorced,28
Masters,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,51
Assoc-voc,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,62
Some-college,Private,Machine-op-inspct,<=50K,White,Mexico,Male,Married-civ-spouse,31
Assoc-acdm,Local-gov,Protective-serv,>50K,White,United-States,Male,Married-civ-spouse,47
Assoc-voc,Private,Tech-support,<=50K,White,United-States,Female,Never-married,36
HS-grad,State-gov,Craft-repair,<=50K,White,United-States,Male,Never-married,44
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,46
HS-grad,Private,Craft-repair,<=50K,White,United-States,Male,Never-married,32
Assoc-acdm,Self-emp-not-inc,Transport-moving,<=50K,Black,United-States,Female,Divorced,51
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,48
Bachelors,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Never-married,28
Some-college,Self-emp-inc,Tech-support,>50K,White,United-States,Male,Married-civ-spouse,57
Assoc-voc,Private,Sales,<=50K,White,United-States,Male,Married-civ-spouse,33
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Separated,42
10th,Private,Other-service,<=50K,White,United-States,Male,Never-married,17
Bachelors,Self-emp-inc,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,31
Some-college,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,35
HS-grad,Private,Handlers-cleaners,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Married-civ-spouse,36
Some-college,Private,Sales,<=50K,White,United-States,Female,Never-married,24
Some-college,Private,Transport-moving,>50K,Black,United-States,Male,Married-civ-spouse,33
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Married-civ-spouse,36
Bachelors,Private,Exec-managerial,<=50K,White,United-States,Female,Divorced,31
Assoc-acdm,Private,Sales,<=50K,White,United-States,Female,Divorced,29
Bachelors,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,47
Doctorate,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,30
HS-grad,Private,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,34
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Female,Never-married,23
Assoc-voc,Private,Adm-clerical,<=50K,White,United-States,Male,Divorced,33
10th,Private,Machine-op-inspct,<=50K,White,United-States,Female,Divorced,59
Bachelors,Self-emp-not-inc,Prof-specialty,<=50K,White,United-States,Male,Divorced,67
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Divorced,26
HS-grad,Private,Machine-op-inspct,<=50K,Asian-Pac-Islander,Laos,Male,Married-civ-spouse,27
Bachelors,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,24
Assoc-voc,Federal-gov,Tech-support,<=50K,White,United-States,Male,Divorced,44
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,31
Prof-school,Private,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,28
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
Bachelors,Self-emp-not-inc,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,31
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,20
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Divorced,64
HS-grad,State-gov,Adm-clerical,>50K,White,United-States,Female,Married-civ-spouse,47
Some-college,Private,Adm-clerical,<=50K,White,United-States,Female,Never-married,36
HS-grad,Private,Craft-repair,>50K,White,United-States,Male,Married-civ-spouse,48
Some-college,Self-emp-not-inc,Other-service,<=50K,White,Mexico,Female,Never-married,19
HS-grad,Private,Sales,<=50K,Black,United-States,Female,Never-married,22
9th,Private,Adm-clerical,<=50K,White,United-States,Male,Divorced,56
Some-college,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,22
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,37
Bachelors,Local-gov,Prof-specialty,<=50K,White,United-States,Female,Widowed,57
Assoc-acdm,Private,Sales,>50K,White,United-States,Male,Married-civ-spouse,38
HS-grad,Private,Machine-op-inspct,<=50K,Black,United-States,Female,Never-married,34
Some-college,Federal-gov,Exec-managerial,<=50K,White,United-States,Female,Divorced,38
Some-college,Self-emp-inc,Exec-managerial,>50K,Asian-Pac-Islander,South,Male,Married-civ-spouse,30
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Never-married,32
12th,Private,Other-service,<=50K,Black,United-States,Female,Married-spouse-absent,29
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Married-civ-spouse,56
Assoc-voc,Private,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,42
HS-grad,Local-gov,Exec-managerial,<=50K,White,United-States,Female,Widowed,71
11th,Private,Transport-moving,<=50K,White,United-States,Male,Never-married,20
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Never-married,25
Some-college,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,61
Bachelors,State-gov,Exec-managerial,<=50K,White,United-States,Female,Married-civ-spouse,24
9th,Private,Other-service,<=50K,Black,United-States,Female,Never-married,51
HS-grad,Private,Adm-clerical,<=50K,White,United-States,Male,Never-married,27
Some-college,Private,Exec-managerial,>50K,White,United-States,Female,Married-civ-spouse,41
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Divorced,31
HS-grad,Private,Priv-house-serv,<=50K,Black,United-States,Female,Divorced,39
Prof-school,Self-emp-not-inc,Prof-specialty,<=50K,White,United-States,Male,Married-civ-spouse,51
HS-grad,Private,Exec-managerial,<=50K,White,United-States,Female,Never-married,52
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,49
Some-college,Private,Craft-repair,<=50K,White,United-States,Male,Married-civ-spouse,43
Bachelors,Private,Exec-managerial,>50K,White,United-States,Male,Married-civ-spouse,45
HS-grad,Private,Machine-op-inspct,<=50K,White,United-States,Male,Divorced,49
HS-grad,Private,Other-service,<=50K,White,United-States,Female,Never-married,19
HS-grad,Self-emp-not-inc,Farming-fishing,<=50K,White,United-States,Male,Married-civ-spouse,44
HS-grad,Self-emp-inc,Transport-moving,<=50K,White,United-States,Male,Married-civ-spouse,67
Prof-school,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,58
Bachelors,Private,Prof-specialty,>50K,White,United-States,Male,Married-civ-spouse,36
HS-grad,Private,Adm-clerical,>50K,White,Germany,Female,Widowed,67
